Media path: 'srt://:1234?latency=170' --> 'udp://224.0.0.1:2255'
Accepted SRT source connection
Time,SocketID,pktFlowWindow,pktCongestionWindow,pktFlightSize,msRTT,mbpsBandwidth,mbpsMaxBW,pktSent,pktSndLoss,pktSndDrop,pktRetrans,byteSent,byteSndDrop,mbpsSendRate,usPktSndPeriod,pktRecv,pktRcvLoss,pktRcvDrop,pktRcvRetrans,pktRcvBelated,byteRecv,byteRcvLoss,byteRcvDrop,mbpsRecvRate,RCVLATENCYms,pktSndFilterExtra,pktRcvFilterExtra,pktRcvFilterSupply,pktRcvFilterLoss
3528421,409183999,8192,8192,0,87.33,5156.26,1000,0,0,0,0,0,0,0,12,4968,0,0,0,0,6754600,0,0,19.1113,170,0,0,0,0
3531658,409183999,8192,8192,0,84.146,4417.19,1000,0,0,0,0,0,0,0,12,5176,3,0,0,0,7036728,3774,0,17.3934,170,0,0,0,0
3535089,409183999,8192,8192,0,84.387,5021.28,1000,0,0,0,0,0,0,0,12,5096,0,0,0,0,6929432,0,0,16.1566,170,0,0,0,0
3537767,409183999,8192,8192,0,80.629,3654.83,1000,0,0,0,0,0,0,0,12,5160,0,0,0,0,7014592,0,0,20.9588,170,0,0,0,0
3540234,409183999,8192,8192,0,80.42,2826.67,1000,0,0,0,0,0,0,0,12,5020,4,0,8,4,6824192,5044,0,22.123,170,0,0,0,0
3541756,409183999,8192,8192,0,80.543,4000.01,1000,0,0,0,0,0,0,0,12,4988,0,0,0,0,6782740,0,0,35.6606,170,0,0,0,0
3543793,409183999,8192,8192,0,80.118,4851.07,1000,0,0,0,0,0,0,0,12,4996,0,0,0,0,6793432,0,0,26.6818,170,0,0,0,0
3545778,409183999,8192,8192,0,80.197,4116.29,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6560640,0,0,26.4409,170,0,0,0,0
3548193,409183999,8192,8192,0,88.527,3702.13,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6396124,0,0,21.1884,170,0,0,0,0
3550754,409183999,8192,8192,0,82.635,4463.42,1000,0,0,0,0,0,0,0,12,5376,0,0,0,0,7309856,0,0,22.8329,170,0,0,0,0
3552328,409183999,8192,8192,0,84.711,5302.33,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6852144,0,0,34.8332,170,0,0,0,0
3554436,409183999,8192,8192,0,82.687,4342.12,1000,0,0,0,0,0,0,0,12,4879,0,0,0,0,6632244,0,0,25.1657,170,0,0,0,0
3556547,409183999,8192,8192,0,93.049,4768.21,1000,0,0,0,0,0,0,0,12,4673,0,0,0,0,6354152,0,0,24.0757,170,0,0,0,0
3559646,409183999,8192,8192,0,91.685,4531.48,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6917612,0,0,17.8584,170,0,0,0,0
3563278,409183999,8192,8192,0,82.781,3824.18,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6884972,0,0,15.1639,170,0,0,0,0
3566051,409183999,8192,8192,0,88.288,2859.82,1000,0,0,0,0,0,0,0,12,5232,0,0,0,0,7113264,0,0,20.5258,170,0,0,0,0
3569067,409183999,8192,8192,0,89.325,4657.9,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6625356,0,0,17.5742,170,0,0,0,0
3571410,409183999,8192,8192,0,81.184,4275,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6881400,0,0,23.4931,170,0,0,0,0
3574099,409183999,8192,8192,0,81.768,4231.22,1000,0,0,0,0,0,0,0,12,4849,1,0,1,1,6592760,1261,0,19.6131,170,0,0,0,0
3576442,409183999,8192,8192,0,83.51,3821.23,1000,0,0,0,0,0,0,0,12,5296,0,0,0,0,7202372,0,0,24.5973,170,0,0,0,0
3578839,409183999,8192,8192,0,87.773,4992.71,1000,0,0,0,0,0,0,0,12,4568,0,0,0,0,6211352,0,0,20.7298,170,0,0,0,0
3581563,409183999,8192,8192,0,84.087,3090.13,1000,0,0,0,0,0,0,0,12,5232,0,0,0,0,7113828,0,0,20.8907,170,0,0,0,0
3584194,409183999,8192,8192,0,81.05,4425,1000,0,0,0,0,0,0,0,12,5294,2,0,4,2,7198336,2522,0,21.8905,170,0,0,0,0
3586244,409183999,8192,8192,0,90.087,3272.74,1000,0,0,0,0,0,0,0,12,4428,0,0,0,0,6021704,0,0,23.4996,170,0,0,0,0
3588938,409183999,8192,8192,0,89.766,3978.61,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6885348,0,0,20.4417,170,0,0,0,0
3591764,409183999,8192,8192,0,80.838,3076.93,1000,0,0,0,0,0,0,0,12,5376,0,0,0,0,7310420,0,0,20.6984,170,0,0,0,0
3593933,409183999,8192,8192,0,82.229,3327.28,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6854400,0,0,25.2773,170,0,0,0,0
3595603,409183999,8192,8192,0,80.411,5106.38,1000,0,0,0,0,0,0,0,12,4973,31,0,55,29,6762716,39091,0,32.4068,170,0,0,0,0
3597615,409183999,8192,8192,0,80.33,4560,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6917988,0,0,27.5075,170,0,0,0,0
3599974,409183999,8192,8192,0,81.412,3696.97,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6849888,0,0,23.2262,170,0,0,0,0
3601418,409183999,8192,8192,0,80.949,4692.31,1000,0,0,0,0,0,0,0,12,4856,33,0,66,33,6601340,41613,0,36.5825,170,0,0,0,0
3603395,409183999,8192,8192,0,85.224,5106.38,1000,0,0,0,0,0,0,0,12,4757,28,0,56,28,6466136,35308,0,26.1575,170,0,0,0,0
3605211,409183999,8192,8192,0,82.542,4720.01,1000,0,0,0,0,0,0,0,12,5230,50,0,0,0,7110356,63050,0,31.3311,170,0,0,0,0
3606941,409183999,8192,8192,0,82.03,4023.96,1000,0,0,0,0,0,0,0,12,5164,0,0,100,50,7018716,0,0,32.4436,170,0,0,0,0
3610249,409183999,8192,8192,0,85.347,4251.43,1000,0,0,0,0,0,0,0,12,5120,17,0,17,0,6961696,21437,0,16.8354,170,0,0,0,0
3612123,409183999,8192,8192,0,80.43,4441.56,1000,0,0,0,0,0,0,0,12,5015,14,0,45,31,6816640,17654,0,29.1092,170,0,0,0,0
3614287,409183999,8192,8192,0,80.437,4741.94,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6624040,0,0,24.49,170,0,0,0,0
3616079,409183999,8192,8192,0,80.285,5191.5,1000,0,0,0,0,0,0,0,12,4931,4,0,8,4,6704656,5044,0,29.9318,170,0,0,0,0
3617834,409183999,8192,8192,0,83.07,2814.82,1000,0,0,0,0,0,0,0,12,4865,0,0,0,0,6615272,0,0,30.1498,170,0,0,0,0
3620879,409183999,8192,8192,0,82.013,5205.89,1000,0,0,0,0,0,0,0,12,5304,0,0,0,0,7207612,0,0,18.9343,170,0,0,0,0
3622858,409183999,8192,8192,0,84.473,4429.54,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6819316,0,0,27.565,170,0,0,0,0
3624703,409183999,8192,8192,0,80.69,4400,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6625920,0,0,28.7301,170,0,0,0,0
3626624,409183999,8192,8192,0,80.086,4732.4,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6918740,0,0,28.8223,170,0,0,0,0
3628515,409183999,8192,8192,0,85.943,4297.31,1000,0,0,0,0,0,0,0,12,4666,83,0,189,106,6344820,104663,0,26.8354,170,0,0,0,0
3631357,409183999,8192,8192,0,80.915,3600,1000,0,0,0,0,0,0,0,12,5736,0,0,0,0,7799456,0,0,21.9544,170,0,0,0,0
3632776,409183999,8192,8192,0,81.174,5052.64,1000,0,0,0,0,0,0,0,12,4281,8,0,17,9,5819528,10088,0,32.8277,170,0,0,0,0
3634895,409183999,8192,8192,0,88.385,4148.16,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6917800,0,0,26.1133,170,0,0,0,0
3637317,409183999,8192,8192,0,83.929,4738.86,1000,0,0,0,0,0,0,0,12,5420,44,44,88,88,7367064,55484,55484,24.3293,170,0,0,0,0
3639442,409183999,8192,8192,0,80.291,3888.28,1000,0,0,0,0,0,0,0,12,5047,51,0,102,51,6861664,64311,0,25.8368,170,0,0,0,0
3641254,409183999,8192,8192,0,81.869,4834.54,1000,0,0,0,0,0,0,0,12,4820,0,0,0,0,6552004,0,0,28.9307,170,0,0,0,0
3643195,409183999,8192,8192,0,81.386,4161.85,1000,0,0,0,0,0,0,0,12,4800,0,0,0,0,6528000,0,0,26.9043,170,0,0,0,0
3646077,409183999,8192,8192,0,85.19,4450.33,1000,0,0,0,0,0,0,0,12,5304,0,0,0,0,7212688,0,0,20.0223,170,0,0,0,0
3649632,409183999,8192,8192,0,84.514,3786.11,1000,0,0,0,0,0,0,0,12,4944,0,0,0,0,6721584,0,0,15.1226,170,0,0,0,0
3651853,409183999,8192,8192,0,79.673,4186.06,1000,0,0,0,0,0,0,0,12,5278,0,0,0,0,7174320,0,0,25.8444,170,0,0,0,0
3653833,409183999,8192,8192,0,81.578,4214.29,1000,0,0,0,0,0,0,0,12,4743,55,0,164,109,6449728,69355,0,26.0613,170,0,0,0,0
3655667,409183999,8192,8192,0,79.999,4854.97,1000,0,0,0,0,0,0,0,12,5172,12,0,24,12,7030536,15132,0,30.6634,170,0,0,0,0
3657525,409183999,8192,8192,0,82.123,4500,1000,0,0,0,0,0,0,0,12,4776,0,0,0,0,6491036,0,0,27.9558,170,0,0,0,0
3660385,409183999,8192,8192,0,81.546,2641.8,1000,0,0,0,0,0,0,0,12,5318,0,0,0,0,7230976,0,0,20.2271,170,0,0,0,0
3662328,409183999,8192,8192,0,80.181,4653.07,1000,0,0,0,0,0,0,0,12,4882,0,0,0,0,6638956,0,0,27.3312,170,0,0,0,0
3664194,409183999,8192,8192,0,81.184,4472.05,1000,0,0,0,0,0,0,0,12,4944,0,0,0,0,6720268,0,0,28.806,170,0,0,0,0
3666177,409183999,8192,8192,0,81.412,4182.86,1000,0,0,0,0,0,0,0,12,4985,57,0,122,64,6779224,71877,0,27.3495,170,0,0,0,0
3668552,409183999,8192,8192,0,91.507,4441.56,1000,0,0,0,0,0,0,0,12,4752,0,0,0,0,6462344,0,0,21.7735,170,0,0,0,0
3670926,409183999,8192,8192,0,83.252,4764.71,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6884972,0,0,23.1953,170,0,0,0,0
3673027,409183999,8192,8192,0,86.439,4965.53,1000,0,0,0,0,0,0,0,12,5352,0,0,0,0,7277028,0,0,27.7095,170,0,0,0,0
3675713,409183999,8192,8192,0,80.838,4049.09,1000,0,0,0,0,0,0,0,12,4944,0,0,0,0,6718200,0,0,20.0113,170,0,0,0,0
3677591,409183999,8192,8192,0,83.722,4269.95,1000,0,0,0,0,0,0,0,12,4944,0,0,0,0,6722900,0,0,28.6365,170,0,0,0,0
3680150,409183999,8192,8192,0,84.201,4490.33,1000,0,0,0,0,0,0,0,12,4752,0,0,0,0,6460840,0,0,20.2024,170,0,0,0,0
3682634,409183999,8192,8192,0,91.428,3495.16,1000,0,0,0,0,0,0,0,12,4896,0,0,0,0,6656492,0,0,21.4348,170,0,0,0,0
3684926,409183999,8192,8192,0,84.095,4832.22,1000,0,0,0,0,0,0,0,12,5448,0,0,0,0,7407964,0,0,25.8536,170,0,0,0,0
3687848,409183999,8192,8192,0,89.092,4768.21,1000,0,0,0,0,0,0,0,12,4613,4,0,8,4,6272552,5044,0,17.1757,170,0,0,0,0
3691617,409183999,8192,8192,0,82.277,5244.46,1000,0,0,0,0,0,0,0,12,5281,0,0,0,0,7181032,0,0,15.2406,170,0,0,0,0
3694005,409183999,8192,8192,0,82.594,4390.25,1000,0,0,0,0,0,0,0,12,4933,119,0,134,15,6705872,150059,0,22.4646,170,0,0,0,0
3695871,409183999,8192,8192,0,80.065,3364.49,1000,0,0,0,0,0,0,0,12,5424,0,0,0,0,7373444,0,0,31.6189,170,0,0,0,0
3699050,409183999,8192,8192,0,82.439,4046.52,1000,0,0,0,0,0,0,0,12,4488,5,0,0,0,6103492,6305,0,15.3596,170,0,0,0,0
3704395,409183999,8192,8192,0,83.734,4280.26,1000,0,0,0,0,0,0,0,12,5400,0,0,0,0,7340428,0,0,10.9873,170,0,0,0,0
3705918,409183999,8192,8192,0,82.804,4142.87,1000,0,0,0,0,0,0,0,12,4945,1,0,2,1,6721628,1261,0,35.3053,170,0,0,0,0
3707740,409183999,8192,8192,0,82.654,4255.82,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6852144,0,0,30.0873,170,0,0,0,0
3710197,409183999,8192,8192,0,81.045,3452.83,1000,0,0,0,0,0,0,0,12,4752,0,0,0,0,6460464,0,0,21.0322,170,0,0,0,0
3712514,409183999,8192,8192,0,89.531,4705.88,1000,0,0,0,0,0,0,0,12,4752,0,0,0,0,6460652,0,0,22.3108,170,0,0,0,0
3715758,409183999,8192,8192,0,80.536,3673.48,1000,0,0,0,0,0,0,0,12,5448,0,0,0,0,7407964,0,0,18.2654,170,0,0,0,0
3717541,409183999,8192,8192,0,80.074,4734.7,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6623100,0,0,29.7256,170,0,0,0,0
3721314,409183999,8192,8192,0,83.474,3913.04,1000,0,0,0,0,0,0,0,12,4968,0,0,0,0,6754976,0,0,14.3212,170,0,0,0,0
3722850,409183999,8192,8192,0,81.242,4231.22,1000,0,0,0,0,0,0,0,12,5260,10,0,8,4,7149088,12610,0,37.2284,170,0,0,0,0
3725735,409183999,8192,8192,0,91.276,3437.2,1000,0,0,0,0,0,0,0,12,4392,0,0,0,0,5972368,0,0,16.5631,170,0,0,0,0
3729088,409183999,8192,8192,0,84.357,4099.38,1000,0,0,0,0,0,0,0,12,5136,0,0,0,0,6984208,0,0,16.6659,170,0,0,0,0
3731628,409183999,8192,8192,0,86.812,4192.78,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6852520,0,0,21.5794,170,0,0,0,0
3734075,409183999,8192,8192,0,82.952,4549.02,1000,0,0,0,0,0,0,0,12,5280,0,0,0,0,7178544,0,0,23.4692,170,0,0,0,0
3735946,409183999,8192,8192,0,81.835,3012.56,1000,0,0,0,0,0,0,0,12,4800,0,0,0,0,6527436,0,0,27.9102,170,0,0,0,0
3738328,409183999,8192,8192,0,89.847,4153.85,1000,0,0,0,0,0,0,0,12,4998,51,0,153,102,6795776,64311,0,22.8243,170,0,0,0,0
3741717,409183999,8192,8192,0,81.509,4520.56,1000,0,0,0,0,0,0,0,12,5311,7,0,14,0,7220328,8827,0,17.0422,170,0,0,0,0
3745162,409183999,8192,8192,0,80.807,4000.01,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6851956,0,0,15.9132,170,0,0,0,0
3747364,409183999,8192,8192,0,79.233,3518.33,1000,0,0,0,0,0,0,0,12,5185,12,0,24,12,7045772,15132,0,25.5985,170,0,0,0,0
3750104,409183999,8192,8192,0,83.587,3125.59,1000,0,0,0,0,0,0,0,12,4715,0,0,0,0,6410896,0,0,18.7167,170,0,0,0,0
3751884,409183999,8192,8192,0,82.118,4872.19,1000,0,0,0,0,0,0,0,12,5040,57,0,57,0,6852520,71877,0,30.8032,170,0,0,0,0
3753680,409183999,8192,8192,0,80.723,5093.53,1000,0,0,0,0,0,0,0,12,5135,23,0,46,23,6981344,29003,0,31.0926,170,0,0,0,0
3756516,409183999,8192,8192,0,81.959,4973.69,1000,0,0,0,0,0,0,0,12,4779,3,0,6,3,6496996,3783,0,18.3259,170,0,0,0,0
3761789,409183999,8192,8192,0,84.668,3536.23,1000,0,0,0,0,0,0,0,12,5249,1,0,1,1,7133376,1261,0,10.8232,170,0,0,0,0
3763544,409183999,8192,8192,0,89.236,4519.49,1000,0,0,0,0,0,0,0,12,4675,83,0,166,83,6357812,104663,0,28.9757,170,0,0,0,0
3767548,409183999,8192,8192,0,83.427,4412.9,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6917048,0,0,13.8197,170,0,0,0,0
3771159,409183999,8192,8192,0,82.184,4751.69,1000,0,0,0,0,0,0,0,12,5184,0,0,0,0,7048172,0,0,15.6164,170,0,0,0,0
3773729,409183999,8192,8192,0,86.497,4118.35,1000,0,0,0,0,0,0,0,12,4866,32,0,64,32,6616068,40352,0,20.5963,170,0,0,0,0
3775845,409183999,8192,8192,0,82.123,4867.14,1000,0,0,0,0,0,0,0,12,5150,0,0,0,0,7003812,0,0,26.4744,170,0,0,0,0
3777943,409183999,8192,8192,0,85.569,3977.15,1000,0,0,0,0,0,0,0,12,4608,0,0,0,0,6265940,0,0,23.8988,170,0,0,0,0
3780489,409183999,8192,8192,0,82.182,4920.86,1000,0,0,0,0,0,0,0,12,5328,0,0,0,0,7244388,0,0,22.7612,170,0,0,0,0
3782095,409183999,8192,8192,0,82.817,4590.61,1000,0,0,0,0,0,0,0,12,5232,0,0,0,0,7109128,0,0,35.4183,170,0,0,0,0
3784379,409183999,8192,8192,0,84.787,3876.92,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6396312,0,0,22.4001,170,0,0,0,0
3786405,409183999,8192,8192,0,88.036,4400,1000,0,0,0,0,0,0,0,12,4848,4,0,0,0,6590836,5044,0,26.0266,170,0,0,0,0
3789304,409183999,8192,8192,0,81.816,4218.19,1000,0,0,0,0,0,0,0,12,5400,0,0,0,0,7342684,0,0,20.2626,170,0,0,0,0
3792011,409183999,8192,8192,0,82.726,4560,1000,0,0,0,0,0,0,0,12,4888,0,0,0,0,6646176,0,0,19.644,170,0,0,0,0
3794130,409183999,8192,8192,0,83.874,4280.71,1000,0,0,0,0,0,0,0,12,5121,13,0,26,13,6963808,16393,0,26.2877,170,0,0,0,0
3795902,409183999,8192,8192,0,83.728,4309.86,1000,0,0,0,0,0,0,0,12,4836,0,0,0,0,6575644,0,0,29.6842,170,0,0,0,0
3799655,409183999,8192,8192,0,82.266,4724.41,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6821008,0,0,14.541,170,0,0,0,0
3802155,409183999,8192,8192,0,81.793,4455.1,1000,0,0,0,0,0,0,0,12,4992,0,0,0,0,6787240,0,0,21.7174,170,0,0,0,0
3804689,409183999,8192,8192,0,83.398,4500,1000,0,0,0,0,0,0,0,12,4944,0,0,0,0,6723276,0,0,21.2283,170,0,0,0,0
3806479,409183999,8192,8192,0,80.524,4459.46,1000,0,0,0,0,0,0,0,12,4969,1,0,2,1,6757652,1261,0,30.1957,170,0,0,0,0
3809288,409183999,8192,8192,0,92.834,3405.41,1000,0,0,0,0,0,0,0,12,4788,3,0,6,3,6509236,3783,0,18.5377,170,0,0,0,0
3811433,409183999,8192,8192,0,81.708,4536.59,1000,0,0,0,0,0,0,0,12,5637,87,0,261,174,7664064,109707,0,28.5873,170,0,0,0,0
3812880,409183999,8192,8192,0,79.769,4675.33,1000,0,0,0,0,0,0,0,12,4920,0,0,0,0,6689884,0,0,36.9858,170,0,0,0,0
3816328,409183999,8192,8192,0,84.339,5062.5,1000,0,0,0,0,0,0,0,12,4680,0,0,0,0,6364800,0,0,14.7693,170,0,0,0,0
3820868,409183999,8192,8192,0,95.258,4750.01,1000,0,0,0,0,0,0,0,12,5029,0,0,0,0,6839440,0,0,12.0515,170,0,0,0,0
3822783,409183999,8192,8192,0,81.947,5181.83,1000,0,0,0,0,0,0,0,12,5599,20,0,40,20,7613888,25220,0,31.7933,170,0,0,0,0
3824587,409183999,8192,8192,0,80.414,4977.78,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6394808,0,0,28.3668,170,0,0,0,0
3826136,409183999,8192,8192,0,83.892,3697.31,1000,0,0,0,0,0,0,0,12,4896,0,0,0,0,6655552,0,0,34.3624,170,0,0,0,0
3829501,409183999,8192,8192,0,90.319,4429.54,1000,0,0,0,0,0,0,0,12,5112,0,0,0,0,6950440,0,0,16.5262,170,0,0,0,0
3831213,409183999,8192,8192,0,80.316,4833.34,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6624416,0,0,30.9478,170,0,0,0,0
3834366,409183999,8192,8192,0,87.518,4864.87,1000,0,0,0,0,0,0,0,12,4968,0,0,0,0,6756104,0,0,17.1422,170,0,0,0,0
3836311,409183999,8192,8192,0,85.548,4470.6,1000,0,0,0,0,0,0,0,12,5136,0,0,0,0,6981388,0,0,28.7138,170,0,0,0,0
3838065,409183999,8192,8192,0,83.635,3411.17,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6625732,0,0,30.2364,170,0,0,0,0
3840411,409183999,8192,8192,0,84.356,3815.04,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6817624,0,0,23.2397,170,0,0,0,0
3842291,409183999,8192,8192,0,81.513,4148.16,1000,0,0,0,0,0,0,0,12,5281,0,0,0,0,7180656,0,0,30.5618,170,0,0,0,0
3844193,409183999,8192,8192,0,80.469,4585.99,1000,0,0,0,0,0,0,0,12,5015,0,0,0,0,6819460,0,0,28.6777,170,0,0,0,0
3846348,409183999,8192,8192,0,87.276,3362.33,1000,0,0,0,0,0,0,0,12,4584,0,0,0,0,6232924,0,0,23.1431,170,0,0,0,0
3848075,409183999,8192,8192,0,84.041,4977.78,1000,0,0,0,0,0,0,0,12,4968,0,0,0,0,6752908,0,0,31.2731,170,0,0,0,0
3850881,409183999,8192,8192,0,79.913,4946.57,1000,0,0,0,0,0,0,0,12,5322,0,0,0,0,7234348,0,0,20.6299,170,0,0,0,0
3852799,409183999,8192,8192,0,80.259,4291.39,1000,0,0,0,0,0,0,0,12,4830,0,0,0,0,6565416,0,0,27.389,170,0,0,0,0
3854642,409183999,8192,8192,0,83.59,3612.25,1000,0,0,0,0,0,0,0,12,4969,25,0,50,25,6755772,31525,0,29.3231,170,0,0,0,0
3856129,409183999,8192,8192,0,81.011,3933.34,1000,0,0,0,0,0,0,0,12,5124,12,0,24,12,6965632,15132,0,37.4614,170,0,0,0,0
3858534,409183999,8192,8192,0,81.115,4070.18,1000,0,0,0,0,0,0,0,12,4848,0,0,0,0,6592904,0,0,21.9328,170,0,0,0,0
3860879,409183999,8192,8192,0,80.019,3081.08,1000,0,0,0,0,0,0,0,12,5400,0,0,0,0,7343060,0,0,25.0512,170,0,0,0,0
3862499,409183999,8192,8192,0,82.113,4337.35,1000,0,0,0,0,0,0,0,12,4584,1,0,0,0,6233676,1261,0,30.7821,170,0,0,0,0
3865007,409183999,8192,8192,0,80.382,4189.36,1000,0,0,0,0,0,0,0,12,5232,0,0,0,0,7114956,0,0,22.6922,170,0,0,0,0
3866748,409183999,8192,8192,0,80.654,5090.92,1000,0,0,0,0,0,0,0,12,5067,15,0,30,15,6890368,18915,0,31.6732,170,0,0,0,0
3868813,409183999,8192,8192,0,82.088,4363.64,1000,0,0,0,0,0,0,0,12,4764,0,0,0,0,6478664,0,0,25.0944,170,0,0,0,0
3870831,409183999,8192,8192,0,79.689,4783.22,1000,0,0,0,0,0,0,0,12,5304,0,0,0,0,7211184,0,0,28.5893,170,0,0,0,0
3872300,409183999,8192,8192,0,85.309,4125,1000,0,0,0,0,0,0,0,12,4752,0,0,0,0,6460088,0,0,35.1747,170,0,0,0,0
3874772,409183999,8192,8192,0,82.491,3769.64,1000,0,0,0,0,0,0,0,12,5088,4,0,4,0,6918552,5044,0,22.3913,170,0,0,0,0
3876444,409183999,8192,8192,0,81.013,3829.79,1000,0,0,0,0,0,0,0,12,4896,0,0,0,0,6654988,0,0,31.8506,170,0,0,0,0
3878613,409183999,8192,8192,0,92.273,4590.61,1000,0,0,0,0,0,0,0,12,4800,0,0,0,0,6527248,0,0,24.0685,170,0,0,0,0
3882372,409183999,8192,8192,0,86.647,4363.64,1000,0,0,0,0,0,0,0,12,5552,5,0,5,0,7549028,6305,0,16.0682,170,0,0,0,0
3884373,409183999,8192,8192,0,80.009,4711.12,1000,0,0,0,0,0,0,0,12,4888,3,0,3,0,6646364,3783,0,26.5655,170,0,0,0,0
3886415,409183999,8192,8192,0,84.573,4627.45,1000,0,0,0,0,0,0,0,12,4731,0,0,3,3,6433032,0,0,25.2029,170,0,0,0,0
3888102,409183999,8192,8192,0,82.594,3692.32,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6884032,0,0,32.6501,170,0,0,0,0
3890438,409183999,8192,8192,0,91.236,4551.73,1000,0,0,0,0,0,0,0,12,4762,0,0,0,0,6472372,0,0,22.1666,170,0,0,0,0
3893018,409183999,8192,8192,0,84.453,4784.32,1000,0,0,0,0,0,0,0,12,5294,0,0,0,0,7198148,0,0,22.3171,170,0,0,0,0
3895454,409183999,8192,8192,0,84.977,4941.18,1000,0,0,0,0,0,0,0,12,4776,0,0,0,0,6495172,0,0,21.3283,170,0,0,0,0
3897890,409183999,8192,8192,0,97.575,2938.78,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6623852,0,0,21.7553,170,0,0,0,0
3900873,409183999,8192,8192,0,84.67,4984.62,1000,0,0,0,0,0,0,0,12,5304,0,0,0,0,7212124,0,0,19.344,170,0,0,0,0
3902423,409183999,8192,8192,0,82.048,4489.21,1000,0,0,0,0,0,0,0,12,5236,4,0,8,4,7117388,5044,0,36.7369,170,0,0,0,0
3905650,409183999,8192,8192,0,81.772,3185.84,1000,0,0,0,0,0,0,0,12,4870,0,0,0,0,6622448,0,0,16.414,170,0,0,0,0
3908159,409183999,8192,8192,0,81.325,4405.07,1000,0,0,0,0,0,0,0,12,4888,0,0,0,0,6647304,0,0,21.2024,170,0,0,0,0
3911392,409183999,8192,8192,0,92.217,4531.48,1000,0,0,0,0,0,0,0,12,4786,0,0,0,0,6508772,0,0,16.1014,170,0,0,0,0
3913898,409183999,8192,8192,0,82.303,4529.81,1000,0,0,0,0,0,0,0,12,5450,26,0,52,26,7409556,32786,0,23.6599,170,0,0,0,0
3915767,409183999,8192,8192,0,81.938,5142.86,1000,0,0,0,0,0,0,0,12,4728,0,0,0,0,6428952,0,0,27.522,170,0,0,0,0
3917797,409183999,8192,8192,0,81.069,4888.9,1000,0,0,0,0,0,0,0,12,5116,4,0,8,4,6957384,5044,0,27.4162,170,0,0,0,0
3920440,409183999,8192,8192,0,85.746,3396.23,1000,0,0,0,0,0,0,0,12,4896,0,0,0,0,6656680,0,0,20.1457,170,0,0,0,0
3922956,409183999,8192,8192,0,81.32,4632.91,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6918364,0,0,21.9997,170,0,0,0,0
3925180,409183999,8192,8192,0,85.327,4413.8,1000,0,0,0,0,0,0,0,12,5090,0,0,0,0,6920708,0,0,24.8965,170,0,0,0,0
3926925,409183999,8192,8192,0,94.008,5130.44,1000,0,0,0,0,0,0,0,12,4726,0,0,0,0,6422660,0,0,29.4408,170,0,0,0,0
3929638,409183999,8192,8192,0,83.218,4320,1000,0,0,0,0,0,0,0,12,5184,0,0,0,0,7048736,0,0,20.7889,170,0,0,0,0
3931430,409183999,8192,8192,0,81.957,3606.23,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6884972,0,0,30.734,170,0,0,0,0
3933715,409183999,8192,8192,0,86.169,3643.98,1000,0,0,0,0,0,0,0,12,4896,0,0,0,0,6656304,0,0,23.2985,170,0,0,0,0
3935195,409183999,8192,8192,0,80.891,3453.66,1000,0,0,0,0,0,0,0,12,5184,0,0,0,0,7049112,0,0,38.1166,170,0,0,0,0
3936530,409183999,8192,8192,0,79.927,4510.07,1000,0,0,0,0,0,0,0,12,5038,22,0,44,22,6845852,27742,0,41.0069,170,0,0,0,0
3939281,409183999,8192,8192,0,82.256,3779.02,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6394996,0,0,18.6018,170,0,0,0,0
3941239,409183999,8192,8192,0,84.444,3630.78,1000,0,0,0,0,0,0,0,12,4996,4,0,8,4,6793244,5044,0,27.7425,170,0,0,0,0
