Media path: 'srt://:1234?latency=170' --> 'udp://224.0.0.1:2255'
Accepted SRT source connection
Time,SocketID,pktFlowWindow,pktCongestionWindow,pktFlightSize,msRTT,mbpsBandwidth,mbpsMaxBW,pktSent,pktSndLoss,pktSndDrop,pktRetrans,byteSent,byteSndDrop,mbpsSendRate,usPktSndPeriod,pktRecv,pktRcvLoss,pktRcvDrop,pktRcvRetrans,pktRcvBelated,byteRecv,byteRcvLoss,byteRcvDrop,mbpsRecvRate,RCVLATENCYms,pktSndFilterExtra,pktRcvFilterExtra,pktRcvFilterSupply,pktRcvFilterLoss
932983,409183999,8192,8192,0,84.096,4818.19,1000,0,0,0,0,0,0,0,12,5244,0,0,0,0,7130900,0,0,31.4773,170,0,0,0,0
935125,409183999,8192,8192,0,81.867,3487.69,1000,0,0,0,0,0,0,0,12,4524,0,0,0,0,6149632,0,0,22.962,170,0,0,0,0
937109,409183999,8192,8192,0,80.35,3933.34,1000,0,0,0,0,0,0,0,12,5446,6,0,12,6,7404492,7566,0,29.866,170,0,0,0,0
941885,409183999,8192,8192,0,86.354,3573.04,1000,0,0,0,0,0,0,0,12,4774,7,0,21,7,6489444,8827,0,10.8692,170,0,0,0,0
945103,409183999,8192,8192,0,86.564,4622.23,1000,0,0,0,0,0,0,0,12,4505,17,0,34,17,6125108,21437,0,15.2284,170,0,0,0,0
947119,409183999,8192,8192,0,85.14,3852.64,1000,0,0,0,0,0,0,0,12,5328,0,0,0,0,7243448,0,0,28.7479,170,0,0,0,0
949712,409183999,8192,8192,0,82.69,5166.67,1000,0,0,0,0,0,0,0,12,5136,0,0,0,0,6984396,0,0,21.5451,170,0,0,0,0
951796,409183999,8192,8192,0,86.364,4585.99,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6557068,0,0,25.1743,170,0,0,0,0
954221,409183999,8192,8192,0,84.151,3612.91,1000,0,0,0,0,0,0,0,12,5008,40,0,80,40,6809564,50440,0,22.4586,170,0,0,0,0
956049,409183999,8192,8192,0,82.772,4927.16,1000,0,0,0,0,0,0,0,12,5149,0,0,0,0,7001700,0,0,30.6548,170,0,0,0,0
957870,409183999,8192,8192,0,83.386,3762.17,1000,0,0,0,0,0,0,0,12,4835,0,0,0,0,6574284,0,0,28.879,170,0,0,0,0
961296,409183999,8192,8192,0,86.606,5062.5,1000,0,0,0,0,0,0,0,12,4944,0,0,0,0,6723464,0,0,15.7005,170,0,0,0,0
963361,409183999,8192,8192,0,88.258,4767.13,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6885160,0,0,26.6679,170,0,0,0,0
965655,409183999,8192,8192,0,80.021,4714.3,1000,0,0,0,0,0,0,0,12,5208,0,0,0,0,7081564,0,0,24.6969,170,0,0,0,0
967328,409183999,8192,8192,0,80.018,2727.28,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6817624,0,0,32.6104,170,0,0,0,0
969659,409183999,8192,8192,0,81.321,4717.25,1000,0,0,0,0,0,0,0,12,5016,2,0,0,0,6819316,2522,0,23.4031,170,0,0,0,0
971766,409183999,8192,8192,0,92.564,3765.96,1000,0,0,0,0,0,0,0,12,4569,33,0,66,33,6212148,41613,0,23.5862,170,0,0,0,0
974411,409183999,8192,8192,0,84.575,3702.13,1000,0,0,0,0,0,0,0,12,5208,0,0,0,0,7082316,0,0,21.416,170,0,0,0,0
977242,409183999,8192,8192,0,83.474,4326.54,1000,0,0,0,0,0,0,0,12,5346,6,0,12,6,7268304,7566,0,20.5436,170,0,0,0,0
979369,409183999,8192,8192,0,84.014,5142.86,1000,0,0,0,0,0,0,0,12,4740,0,0,0,0,6444708,0,0,24.234,170,0,0,0,0
981529,409183999,8192,8192,0,81.674,4311.38,1000,0,0,0,0,0,0,0,12,5260,52,0,104,52,7152096,65572,0,26.4884,170,0,0,0,0
983938,409183999,8192,8192,0,84.299,5116.28,1000,0,0,0,0,0,0,0,12,4874,0,0,0,0,6626384,0,0,22.0109,170,0,0,0,0
986088,409183999,8192,8192,0,84.916,3157.9,1000,0,0,0,0,0,0,0,12,5014,0,0,0,0,6816220,0,0,25.3531,170,0,0,0,0
987637,409183999,8192,8192,0,82.444,4186.06,1000,0,0,0,0,0,0,0,12,4776,0,0,0,0,6494420,0,0,33.5473,170,0,0,0,0
990529,409183999,8192,8192,0,83.31,4720.01,1000,0,0,0,0,0,0,0,12,5544,0,0,0,0,7537772,0,0,20.8539,170,0,0,0,0
992343,409183999,8192,8192,0,82.409,3246.38,1000,0,0,0,0,0,0,0,12,4608,0,0,0,0,6265940,0,0,27.6331,170,0,0,0,0
994773,409183999,8192,8192,0,80.607,4592.6,1000,0,0,0,0,0,0,0,12,5140,30,0,56,28,6987392,37830,0,23.0043,170,0,0,0,0
996359,409183999,8192,8192,0,84.399,3135.14,1000,0,0,0,0,0,0,0,12,4920,0,0,0,0,6688380,0,0,33.7331,170,0,0,0,0
998155,409183999,8192,8192,0,81.8,5021.28,1000,0,0,0,0,0,0,0,12,5112,0,0,0,0,6949500,0,0,30.9628,170,0,0,0,0
1000617,409183999,8192,8192,0,80.104,5154.94,1000,0,0,0,0,0,0,0,12,4947,0,0,0,0,6724912,0,0,21.8507,170,0,0,0,0
1003620,409183999,8192,8192,0,87.899,5038.18,1000,0,0,0,0,0,0,0,12,4797,0,0,0,0,6521100,0,0,17.3695,170,0,0,0,0
1005621,409183999,8192,8192,0,80.189,4546.58,1000,0,0,0,0,0,0,0,12,5184,0,0,0,0,7045352,0,0,28.1728,170,0,0,0,0
1007359,409183999,8192,8192,0,80.773,4481.02,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6915920,0,0,31.8224,170,0,0,0,0
1010360,409183999,8192,8192,0,96.263,4489.21,1000,0,0,0,0,0,0,0,12,4560,0,0,0,0,6200472,0,0,16.5302,170,0,0,0,0
1012743,409183999,8192,8192,0,81.343,4993.3,1000,0,0,0,0,0,0,0,12,5476,124,0,248,124,7447172,156364,0,25.0034,170,0,0,0,0
1014744,409183999,8192,8192,0,82.132,3189.19,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6821196,0,0,27.2692,170,0,0,0,0
1016771,409183999,8192,8192,0,81.24,2852.46,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6886100,0,0,27.1797,170,0,0,0,0
1018866,409183999,8192,8192,0,83.033,4120.49,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6397440,0,0,24.4249,170,0,0,0,0
1020738,409183999,8192,8192,0,80.169,3678.4,1000,0,0,0,0,0,0,0,12,5329,0,0,0,0,7244432,0,0,30.966,170,0,0,0,0
1022443,409183999,8192,8192,0,88.874,4226.42,1000,0,0,0,0,0,0,0,12,4679,0,0,0,0,6359116,0,0,29.8362,170,0,0,0,0
1024438,409183999,8192,8192,0,81.081,3840,1000,0,0,0,0,0,0,0,12,5256,0,0,0,0,7148160,0,0,28.6585,170,0,0,0,0
1026007,409183999,8192,8192,0,79.808,4023.96,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6818376,0,0,34.7713,170,0,0,0,0
1028606,409183999,8192,8192,0,85.559,4834.54,1000,0,0,0,0,0,0,0,12,4776,0,0,0,0,6494608,0,0,19.9955,170,0,0,0,0
1031033,409183999,8192,8192,0,84.748,3226.42,1000,0,0,0,0,0,0,0,12,5241,0,0,0,0,7124752,0,0,23.4764,170,0,0,0,0
1033547,409183999,8192,8192,0,94.784,4657.9,1000,0,0,0,0,0,0,0,12,4527,87,0,87,0,6156532,109707,0,19.5947,170,0,0,0,0
1036217,409183999,8192,8192,0,82.104,4459.46,1000,0,0,0,0,0,0,0,12,5599,0,0,0,0,7611820,0,0,22.8058,170,0,0,0,0
1037772,409183999,8192,8192,0,83.423,3796.62,1000,0,0,0,0,0,0,0,12,4601,0,0,0,0,6255104,0,0,32.1774,170,0,0,0,0
1040941,409183999,8192,8192,0,80.112,4835.83,1000,0,0,0,0,0,0,0,12,5498,2,0,4,2,7475588,2522,0,18.8703,170,0,0,0,0
1042835,409183999,8192,8192,0,90.349,3796.62,1000,0,0,0,0,0,0,0,12,4453,37,0,37,37,6053824,46657,0,25.572,170,0,0,0,0
1046306,409183999,8192,8192,0,81.239,5196.85,1000,0,0,0,0,0,0,0,12,5304,0,0,0,0,7212312,0,0,16.627,170,0,0,0,0
1048937,409183999,8192,8192,0,91.094,4946.57,1000,0,0,0,0,0,0,0,12,4560,0,0,0,0,6200284,0,0,18.8478,170,0,0,0,0
1052055,409183999,8192,8192,0,82.715,3529.42,1000,0,0,0,0,0,0,0,12,5592,0,0,0,0,7604744,0,0,19.5159,170,0,0,0,0
1054607,409183999,8192,8192,0,89.403,3282.52,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6558948,0,0,20.5549,170,0,0,0,0
1056464,409183999,8192,8192,0,85.097,3929.83,1000,0,0,0,0,0,0,0,12,4823,51,0,12,12,6556084,64311,0,28.2429,170,0,0,0,0
1060792,409183999,8192,8192,0,81.825,2881.9,1000,0,0,0,0,0,0,0,12,5245,0,0,0,0,7132636,0,0,13.1847,170,0,0,0,0
1063043,409183999,8192,8192,0,108.479,3125.59,1000,0,0,0,0,0,0,0,12,4584,0,0,0,0,6232548,0,0,22.1529,170,0,0,0,0
1066231,409183999,8192,8192,0,81.196,4800,1000,0,0,0,0,0,0,0,12,5328,0,0,0,0,7244200,0,0,18.1764,170,0,0,0,0
1068243,409183999,8192,8192,0,82.295,4044.2,1000,0,0,0,0,0,0,0,12,4959,15,0,30,15,6742924,18915,0,26.8173,170,0,0,0,0
1071221,409183999,8192,8192,0,79.662,4595.75,1000,0,0,0,0,0,0,0,12,5245,0,0,0,0,7131696,0,0,19.1561,170,0,0,0,0
1072761,409183999,8192,8192,0,80.423,4412.9,1000,0,0,0,0,0,0,0,12,5003,0,0,0,0,6802200,0,0,35.3473,170,0,0,0,0
1075342,409183999,8192,8192,0,80.199,4962.41,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6917800,0,0,21.4401,170,0,0,0,0
1076999,409183999,8192,8192,0,83.481,5167.88,1000,0,0,0,0,0,0,0,12,4812,0,0,0,0,6542064,0,0,31.5882,170,0,0,0,0
1079185,409183999,8192,8192,0,87.338,3605.92,1000,0,0,0,0,0,0,0,12,4877,17,0,32,17,6626892,21437,0,24.2474,170,0,0,0,0
1081302,409183999,8192,8192,0,80.324,4072.73,1000,0,0,0,0,0,0,0,12,5208,0,0,0,0,7082128,0,0,26.7716,170,0,0,0,0
1083001,409183999,8192,8192,0,81.094,4120.49,1000,0,0,0,0,0,0,0,12,4848,0,0,0,0,6591024,0,0,31.0315,170,0,0,0,0
1085064,409183999,8192,8192,0,80.074,4200,1000,0,0,0,0,0,0,0,12,5136,0,0,0,0,6983080,0,0,27.0795,170,0,0,0,0
1087073,409183999,8192,8192,0,80.541,3884.4,1000,0,0,0,0,0,0,0,12,4968,0,0,0,0,6754976,0,0,26.8988,170,0,0,0,0
1089633,409183999,8192,8192,0,81.036,2620.69,1000,0,0,0,0,0,0,0,12,4971,3,0,3,3,6756048,3783,0,21.1099,170,0,0,0,0
1091546,409183999,8192,8192,0,83.354,4518.53,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6394620,0,0,26.7391,170,0,0,0,0
1093771,409183999,8192,8192,0,82.168,5508.2,1000,0,0,0,0,0,0,0,12,5184,0,0,0,0,7047232,0,0,25.3425,170,0,0,0,0
1095855,409183999,8192,8192,0,84.51,4567.75,1000,0,0,0,0,0,0,0,12,4921,0,0,0,0,6692184,0,0,25.6951,170,0,0,0,0
1098019,409183999,8192,8192,0,80.979,2883.73,1000,0,0,0,0,0,0,0,12,5279,0,0,0,0,7178312,0,0,26.5267,170,0,0,0,0
1100464,409183999,8192,8192,0,83.242,4869.58,1000,0,0,0,0,0,0,0,12,4897,25,0,50,25,6658980,31525,0,21.7883,170,0,0,0,0
1102221,409183999,8192,8192,0,80.424,3555.56,1000,0,0,0,0,0,0,0,12,5184,0,0,0,0,7048736,0,0,32.0991,170,0,0,0,0
1104267,409183999,8192,8192,0,82.228,5129.77,1000,0,0,0,0,0,0,0,12,4656,0,0,0,0,6331596,0,0,24.7639,170,0,0,0,0
1106334,409183999,8192,8192,0,81.97,4540.55,1000,0,0,0,0,0,0,0,12,5339,59,0,118,59,7258408,74399,0,28.0926,170,0,0,0,0
1108057,409183999,8192,8192,0,87.874,4386.22,1000,0,0,0,0,0,0,0,12,4680,0,0,0,0,6362920,0,0,29.5373,170,0,0,0,0
1110575,409183999,8192,8192,0,83.659,5129.77,1000,0,0,0,0,0,0,0,12,5133,21,0,42,21,6978060,26481,0,22.1664,170,0,0,0,0
1113462,409183999,8192,8192,0,87.22,4979.59,1000,0,0,0,0,0,0,0,12,5022,15,0,45,30,6829920,18915,0,18.9247,170,0,0,0,0
1115608,409183999,8192,8192,0,84.619,4882.76,1000,0,0,0,0,0,0,0,12,4992,0,0,0,0,6787428,0,0,25.3044,170,0,0,0,0
1117710,409183999,8192,8192,0,80.932,4916.68,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6919116,0,0,26.337,170,0,0,0,0
1119708,409183999,8192,8192,0,85.132,2948.28,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6624792,0,0,26.5322,170,0,0,0,0
1121973,409183999,8192,8192,0,88.224,3326.74,1000,0,0,0,0,0,0,0,12,4942,94,0,188,94,6717548,118534,0,23.7268,170,0,0,0,0
1124855,409183999,8192,8192,0,84.63,4675.33,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6820632,0,0,18.9315,170,0,0,0,0
1127456,409183999,8192,8192,0,80.262,3200,1000,0,0,0,0,0,0,0,12,5400,0,0,0,0,7342120,0,0,22.5816,170,0,0,0,0
1130168,409183999,8192,8192,0,84.858,4301.89,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6396876,0,0,18.8698,170,0,0,0,0
1132375,409183999,8192,8192,0,81.403,4653.07,1000,0,0,0,0,0,0,0,12,5425,49,0,146,97,7372924,61789,0,26.7295,170,0,0,0,0
1134641,409183999,8192,8192,0,82.098,5217.4,1000,0,0,0,0,0,0,0,12,5000,0,0,0,0,6799060,0,0,23.9972,170,0,0,0,0
1136452,409183999,8192,8192,0,83.112,2938.78,1000,0,0,0,0,0,0,0,12,5050,0,0,0,0,6867436,0,0,30.3405,170,0,0,0,0
1139367,409183999,8192,8192,0,90.161,4692.31,1000,0,0,0,0,0,0,0,12,4470,0,0,0,0,6076192,0,0,16.6753,170,0,0,0,0
1141105,409183999,8192,8192,0,79.6,5080.3,1000,0,0,0,0,0,0,0,12,5664,0,0,0,0,7698340,0,0,35.4303,170,0,0,0,0
1142391,409183999,8192,8192,0,83.326,3910.12,1000,0,0,0,0,0,0,0,12,4896,58,0,58,0,6654800,73138,0,41.3998,170,0,0,0,0
1144554,409183999,8192,8192,0,80.43,4832.22,1000,0,0,0,0,0,0,0,12,4868,0,0,116,116,6617660,0,0,24.4725,170,0,0,0,0
1146864,409183999,8192,8192,0,92.872,4116.29,1000,0,0,0,0,0,0,0,12,4797,0,0,0,0,6521100,0,0,22.5841,170,0,0,0,0
1150191,409183999,8192,8192,0,80.589,4101.28,1000,0,0,0,0,0,0,0,12,5339,8,0,16,8,7259160,10088,0,17.4553,170,0,0,0,0
1151932,409183999,8192,8192,0,82.933,4465.13,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6622160,0,0,30.428,170,0,0,0,0
1154347,409183999,8192,8192,0,82.006,3638.3,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6918364,0,0,22.9246,170,0,0,0,0
1157446,409183999,8192,8192,0,81.25,3012.77,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6885912,0,0,17.7753,170,0,0,0,0
1159527,409183999,8192,8192,0,87.327,4675.33,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6557632,0,0,25.2074,170,0,0,0,0
1162089,409183999,8192,8192,0,80.236,4679.26,1000,0,0,0,0,0,0,0,12,5272,0,0,0,0,7165596,0,0,22.3753,170,0,0,0,0
1163858,409183999,8192,8192,0,83.006,4768.21,1000,0,0,0,0,0,0,0,12,4760,0,0,0,0,6471908,0,0,29.2714,170,0,0,0,0
1165655,409183999,8192,8192,0,81.009,4835.83,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6853836,0,0,30.5093,170,0,0,0,0
1168039,409183999,8192,8192,0,86.868,4067.81,1000,0,0,0,0,0,0,0,12,4752,0,0,0,0,6461028,0,0,21.6845,170,0,0,0,0
1170351,409183999,8192,8192,0,80.512,3977.53,1000,0,0,0,0,0,0,0,12,5919,0,0,0,0,8047960,0,0,27.8384,170,0,0,0,0
1171881,409183999,8192,8192,0,79.603,5016.4,1000,0,0,0,0,0,0,0,12,4425,0,0,0,0,6016684,0,0,31.4635,170,0,0,0,0
1174238,409183999,8192,8192,0,80.875,4429.54,1000,0,0,0,0,0,0,0,12,5016,0,0,0,0,6820256,0,0,23.1511,170,0,0,0,0
1175621,409183999,8192,8192,0,81.046,4405.07,1000,0,0,0,0,0,0,0,12,4963,67,0,134,67,6746484,84487,0,39.0257,170,0,0,0,0
1177363,409183999,8192,8192,0,83.961,3436.62,1000,0,0,0,0,0,0,0,12,4585,1,0,2,1,6232968,1261,0,28.6219,170,0,0,0,0
1181433,409183999,8192,8192,0,81.14,3196.27,1000,0,0,0,0,0,0,0,12,5621,29,0,58,29,7642116,36569,0,15.0205,170,0,0,0,0
1183018,409183999,8192,8192,0,86.107,4707.7,1000,0,0,0,0,0,0,0,12,4503,9,0,0,0,6120320,11349,0,30.9004,170,0,0,0,0
1185731,409183999,8192,8192,0,82.639,4722.59,1000,0,0,0,0,0,0,0,12,5106,0,0,18,9,6942844,0,0,20.4688,170,0,0,0,0
1187501,409183999,8192,8192,0,82.188,4222.22,1000,0,0,0,0,0,0,0,12,5237,0,0,0,0,7120252,0,0,32.1814,170,0,0,0,0
1190505,409183999,8192,8192,0,83.424,5070.43,1000,0,0,0,0,0,0,0,12,5035,0,0,0,0,6847224,0,0,18.2377,170,0,0,0,0
1192432,409183999,8192,8192,0,89.953,4021.98,1000,0,0,0,0,0,0,0,12,4656,0,0,0,0,6331784,0,0,26.2908,170,0,0,0,0
1194541,409183999,8192,8192,0,82.11,4528.31,1000,0,0,0,0,0,0,0,12,5232,0,0,0,0,7115144,0,0,26.9872,170,0,0,0,0
1196338,409183999,8192,8192,0,79.836,3687.82,1000,0,0,0,0,0,0,0,12,4992,0,0,0,0,6788180,0,0,30.2229,170,0,0,0,0
1199338,409183999,8192,8192,0,84.728,3142.86,1000,0,0,0,0,0,0,0,12,4704,0,0,0,0,6395748,0,0,17.0521,170,0,0,0,0
1202279,409183999,8192,8192,0,82.293,3232.88,1000,0,0,0,0,0,0,0,12,5304,0,0,0,0,7211748,0,0,19.6161,170,0,0,0,0
1204495,409183999,8192,8192,0,86.457,5000,1000,0,0,0,0,0,0,0,12,5152,40,0,80,40,7006156,50440,0,25.3033,170,0,0,0,0
1206056,409183999,8192,8192,0,81.716,4500,1000,0,0,0,0,0,0,0,12,4656,0,0,0,0,6331596,0,0,32.4361,170,0,0,0,0
1208004,409183999,8192,8192,0,81.83,4816.91,1000,0,0,0,0,0,0,0,12,5272,64,0,128,64,7168228,80704,0,29.437,170,0,0,0,0
1210377,409183999,8192,8192,0,85.896,4363.64,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6558948,0,0,22.1139,170,0,0,0,0
1212303,409183999,8192,8192,0,79.486,3000,1000,0,0,0,0,0,0,0,12,5208,0,0,0,0,7081188,0,0,29.4158,170,0,0,0,0
1216027,409183999,8192,8192,0,82.714,4846.16,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6558008,0,0,14.0894,170,0,0,0,0
1218166,409183999,8192,8192,0,81.343,4583.34,1000,0,0,0,0,0,0,0,12,5160,0,0,0,0,7014780,0,0,26.2324,170,0,0,0,0
1221261,409183999,8192,8192,0,79.87,4164.71,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6918928,0,0,17.8836,170,0,0,0,0
1222987,409183999,8192,8192,0,81.445,4335.49,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6555564,0,0,30.3744,170,0,0,0,0
1224821,409183999,8192,8192,0,81.771,4892.32,1000,0,0,0,0,0,0,0,12,4880,8,0,16,8,6634168,10088,0,28.9457,170,0,0,0,0
1226614,409183999,8192,8192,0,89.306,4621.13,1000,0,0,0,0,0,0,0,12,4939,0,0,0,0,6716664,0,0,29.964,170,0,0,0,0
1228431,409183999,8192,8192,0,90.949,5217.4,1000,0,0,0,0,0,0,0,12,5069,0,0,0,0,6889704,0,0,30.3405,170,0,0,0,0
1231005,409183999,8192,8192,0,84.016,4509.56,1000,0,0,0,0,0,0,0,12,5232,0,0,0,0,7113828,0,0,22.1097,170,0,0,0,0
1232669,409183999,8192,8192,0,79.913,5021.28,1000,0,0,0,0,0,0,0,12,5256,0,0,0,0,7145716,0,0,34.3577,170,0,0,0,0
1234382,409183999,8192,8192,0,81.061,4585.99,1000,0,0,0,0,0,0,0,12,4728,0,0,0,0,6429328,0,0,30.0284,170,0,0,0,0
1235964,409183999,8192,8192,0,79.523,4509.56,1000,0,0,0,0,0,0,0,12,5008,40,0,80,40,6809376,50440,0,34.4233,170,0,0,0,0
1237966,409183999,8192,8192,0,80.008,4783.22,1000,0,0,0,0,0,0,0,12,5064,8,0,8,0,6883844,10088,0,27.5137,170,0,0,0,0
1240443,409183999,8192,8192,0,91.35,4968.76,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6559324,0,0,21.1825,170,0,0,0,0
1242442,409183999,8192,8192,0,82.36,4615.39,1000,0,0,0,0,0,0,0,12,5160,0,0,0,0,7015908,0,0,28.0812,170,0,0,0,0
1244584,409183999,8192,8192,0,81.159,4852.94,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6884596,0,0,25.7137,170,0,0,0,0
1246443,409183999,8192,8192,0,86.949,4720.01,1000,0,0,0,0,0,0,0,12,4680,0,0,0,0,6363672,0,0,27.383,170,0,0,0,0
1249768,409183999,8192,8192,0,80.094,3095.03,1000,0,0,0,0,0,0,0,12,5424,0,0,0,0,7374196,0,0,17.7423,170,0,0,0,0
1251805,409183999,8192,8192,0,81.44,5007.88,1000,0,0,0,0,0,0,0,12,4938,9,0,27,18,6710980,11349,0,26.3562,170,0,0,0,0
1253555,409183999,8192,8192,0,87.121,5034.97,1000,0,0,0,0,0,0,0,12,4829,5,0,10,5,6562552,6305,0,29.9957,170,0,0,0,0
1255703,409183999,8192,8192,0,79.635,4538.47,1000,0,0,0,0,0,0,0,12,5251,0,0,0,0,7139856,0,0,26.5891,170,0,0,0,0
1257603,409183999,8192,8192,0,81.288,4397.52,1000,0,0,0,0,0,0,0,12,5004,0,0,0,0,6804124,0,0,28.6488,170,0,0,0,0
1261004,409183999,8192,8192,0,87.298,3026.09,1000,0,0,0,0,0,0,0,12,4793,0,0,0,0,6517352,0,0,15.332,170,0,0,0,0
1262686,409183999,8192,8192,0,81.442,4243.91,1000,0,0,0,0,0,0,0,12,5040,0,0,0,0,6853836,0,0,32.6014,170,0,0,0,0
1264535,409183999,8192,8192,0,80.565,4688.75,1000,0,0,0,0,0,0,0,12,4872,0,0,0,0,6623476,0,0,28.6526,170,0,0,0,0
1266448,409183999,8192,8192,0,82.655,3262.68,1000,0,0,0,0,0,0,0,12,5280,0,0,0,0,7177416,0,0,30.0169,170,0,0,0,0
1268392,409183999,8192,8192,0,82.541,3308.41,1000,0,0,0,0,0,0,0,12,4922,0,0,0,0,6692980,0,0,27.5378,170,0,0,0,0
1270175,409183999,8192,8192,0,83.7,3330.14,1000,0,0,0,0,0,0,0,12,4702,0,0,0,0,6389268,0,0,28.6669,170,0,0,0,0
1273329,409183999,8192,8192,0,82.468,2748.1,1000,0,0,0,0,0,0,0,12,5112,0,0,0,0,6950440,0,0,17.6326,170,0,0,0,0
1275464,409183999,8192,8192,0,82.601,4271.2,1000,0,0,0,0,0,0,0,12,5256,0,0,0,0,7147596,0,0,26.778,170,0,0,0,0
1277474,409183999,8192,8192,0,80.594,4971.43,1000,0,0,0,0,0,0,0,12,4936,44,0,132,88,6707508,55484,0,26.6976,170,0,0,0,0
1279777,409183999,8192,8192,0,81.138,2748.1,1000,0,0,0,0,0,0,0,12,5148,12,0,22,12,6999400,15132,0,24.3192,170,0,0,0,0
1282025,409183999,8192,8192,0,86.315,3173.09,1000,0,0,0,0,0,0,0,12,5010,0,0,0,0,6813412,0,0,24.2432,170,0,0,0,0
1284312,409183999,8192,8192,0,80.908,4044.2,1000,0,0,0,0,0,0,0,12,5072,2,0,4,2,6896228,2522,0,24.1288,170,0,0,0,0
1285862,409183999,8192,8192,0,81.209,4307.7,1000,0,0,0,0,0,0,0,12,4728,0,0,0,0,6428012,0,0,33.1616,170,0,0,0,0
1287484,409183999,8192,8192,0,80.805,5088,1000,0,0,0,0,0,0,0,12,5088,0,0,0,0,6916672,0,0,34.1293,170,0,0,0,0
1290064,409183999,8192,8192,0,81.99,4867.14,1000,0,0,0,0,0,0,0,12,5064,0,0,0,0,6884596,0,0,21.3406,170,0,0,0,0
1291748,409183999,8192,8192,0,81.177,5040,1000,0,0,0,0,0,0,0,12,4934,0,0,0,0,6709488,0,0,31.8808,170,0,0,0,0
1294125,409183999,8192,8192,0,85.819,5021.28,1000,0,0,0,0,0,0,0,12,4882,0,0,0,0,6635760,0,0,22.3318,170,0,0,0,0
1295854,409183999,8192,8192,0,79.981,4816.91,1000,0,0,0,0,0,0,0,12,5442,89,0,178,89,7399804,112229,0,34.2479,170,0,0,0,0
1297687,409183999,8192,8192,0,86.293,4717.25,1000,0,0,0,0,0,0,0,12,4599,16,0,32,16,6251256,20176,0,27.2758,170,0,0,0,0
1300091,409183999,8192,8192,0,79.683,4068.97,1000,0,0,0,0,0,0,0,12,5568,0,0,0,0,7569848,0,0,25.1918,170,0,0,0,0
1301710,409183999,8192,8192,0,80.722,5093.53,1000,0,0,0,0,0,0,0,12,4606,46,0,92,46,6260776,58006,0,30.9472,170,0,0,0,0
1303872,409183999,8192,8192,0,82.629,4800,1000,0,0,0,0,0,0,0,12,5007,15,0,30,15,6808580,18915,0,25.1925,170,0,0,0,0
1305869,409183999,8192,8192,0,79.517,4722.59,1000,0,0,0,0,0,0,0,12,5112,0,0,0,0,6950628,0,0,27.8451,170,0,0,0,0
1307646,409183999,8192,8192,0,84.78,4481.02,1000,0,0,0,0,0,0,0,12,4824,0,0,0,0,6559512,0,0,29.5169,170,0,0,0,0
1309823,409183999,8192,8192,0,90.558,4832.22,1000,0,0,0,0,0,0,0,12,4924,4,0,8,4,6695888,5044,0,24.606,170,0,0,0,0
1311976,409183999,8192,8192,0,79.372,4480.01,1000,0,0,0,0,0,0,0,12,5217,0,0,0,0,7092112,0,0,26.3618,170,0,0,0,0
1314227,409183999,8192,8192,0,80.1,4800,1000,0,0,0,0,0,0,0,12,5004,21,0,42,21,6804312,26481,0,24.1807,170,0,0,0,0
1315854,409183999,8192,8192,0,79.588,4732.4,1000,0,0,0,0,0,0,0,12,5272,16,0,32,16,7167100,20176,0,35.2328,170,0,0,0,0
1317933,409183999,8192,8192,0,82.001,3868.86,1000,0,0,0,0,0,0,0,12,4730,0,0,0,0,6431672,0,0,24.7531,170,0,0,0,0
1319807,409183999,8192,8192,0,80.092,4187.93,1000,0,0,0,0,0,0,0,12,5149,0,0,0,0,6997940,0,0,29.8638,170,0,0,0,0
1321802,409183999,8192,8192,0,83.123,3178.09,1000,0,0,0,0,0,0,0,12,4809,0,0,0,0,6539112,0,0,26.2315,170,0,0,0,0
